tool_id,data_tapor,repository_tapor,url_tapor,name_tapor-api,detail,name,QId,url_image,star_average,_ - tools - _ - attribute_value_ids - attribute_value_ids,_ - attribute_values - _ - id,_ - attribute_values - _ - name
1375,"{""id"":1375,""user_id"":1,""name"":""oXygen XML editor"",""detail"":""\u003cp\u003eA cross-platform XML editor that may be used to create and validate XML documents and associated schema. It fully supports XSL (both XSLT and FO), DTD, Schema (Relax RNG and W3C), Database, XQuery and CSS. OXygen XML Editor works with all XML-based technologies, including XML databases, XProc pipelines, and web services and comes with ready-to-use DITA, DocBook, TEI, and XHTML support.\u003c/p\u003e\u003cp\u003eFrequently updated and supported, and with a very large set of features, this software tool has proved popular with digital humanists.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1375.jpg"",""creators_name"":""SyncRO Soft Ltd"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://www.componentsource.com/license/oxygen-xml-editor-enterprise?cc=ca\u0026utm_source=google\u0026utm_medium=cpc\u0026utm_campaign=ga10_ca_en\u0026gclid=EAIaIQobChMIttm0l_ei3gIVlMVkCh3nzw-pEAAYASAAEgLaDvD_BwE"",""last_updated"":""2018-10-26"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1375-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.componentsource.com/license/oxygen-xml-editor-enterprise?cc=ca&utm_source=google&utm_medium=cpc&utm_campaign=ga10_ca_en&gclid=EAIaIQobChMIttm0l_ei3gIVlMVkCh3nzw-pEAAYASAAEgLaDvD_BwE,oXygen XML editor,"A cross-platform XML editor that may be used to create and validate XML documents and associated schema. It fully supports XSL (both XSLT and FO), DTD, Schema (Relax RNG and W3C), Database, XQuery and CSS. OXygen XML Editor works with all XML-based technologies, including XML databases, XProc pipelines, and web services and comes with ready-to-use DITA, DocBook, TEI, and XHTML support.Frequently updated and supported, and with a very large set of features, this software tool has proved popular with digital humanists.",Oxygen XML Editor,Q7115951,https://tapor.ca/images/tools/2/1375.jpg,0,83,,
,,,,,,,,,,85,,
,,,,,,,,,,,,
,,,,,,,,,,,,
1376,,,,,"""Linguistic Inquiry and Word Count (LIWC) is a text analysis software program...LIWC is able to calculate the degree to which people use different categories of words across a wide array of texts."" Free and limited web analysis available.",Linguistic Inquiry and Word Count (LIWC),,,0,,,
1377,"{""id"":1377,""user_id"":1,""name"":""Lextek"",""detail"":""\u003cp\u003eLextek offers a range of services and software for full-text indexing search and retrieval; automatic classification, routing, and filtering electronic text according to user defined profiles. Lextek also has other stand alone programs which have various functions, among which are: Onix Text Indexing and Retrieval Toolkit;\n\nLextek Profiling Engine;\n\nRouteX Document Classifier;\n\nBrevity Document Summarizer;\n\nLextek Language Identifier;\n\nPhonMatch Phonetic Toolkit\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1377.jpg"",""creators_name"":""Lextek International"",""creators_email"":""support@lextek.com"",""creators_url"":null,""star_average"":0.0,""url"":""https://www.lextek.com/"",""last_updated"":""2020-02-23"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1377-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.lextek.com/,Lextek,"Lextek offers a range of services and software for full-text indexing search and retrieval; automatic classification, routing, and filtering electronic text according to user defined profiles. Lextek also has other stand alone programs which have various functions, among which are: Onix Text Indexing and Retrieval Toolkit;

Lextek Profiling Engine;

RouteX Document Classifier;

Brevity Document Summarizer;

Lextek Language Identifier;

PhonMatch Phonetic Toolkit",Lextek,,https://tapor.ca/images/tools/2/1377.jpg,0,1,,
1378,,,,,"Chicken (originally called Chicken of the VNC) is a VNC client, or Virtual Network Computing, that allows you to display and interact with a remote computer while displaying it on a remote screen.",Chicken,,,0,,,
1379,"{""id"":1379,""user_id"":1,""name"":""JGAAP (java graphical authorship attribution program)"",""detail"":""\u003cp\u003eJGAAP is software designed for textual analysis, text categorization, and authorship attribution\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1379.jpg"",""creators_name"":""Evaluating Variation in Language Laboratory"",""creators_email"":null,""creators_url"":""http://evllabs.com/"",""star_average"":0.0,""url"":""http://evllabs.com/?page_id=42"",""last_updated"":""2018-11-07"",""nature"":""tool"",""language"":null,""code"":null,""repository"":""https://github.com/evllabs/JGAAP"",""thumb_url"":""images/tools/2/1379-thumb.jpg"",""rating_count"":0,""recipes"":""""}",https://github.com/evllabs/JGAAP,http://evllabs.com/?page_id=42,JGAAP (java graphical authorship attribution program),"JGAAP is software designed for textual analysis, text categorization, and authorship attribution",JGAAP (java graphical authorship attribution program),,https://tapor.ca/images/tools/2/1379.jpg,0,79,,
,,,,,,,,,,87,,
,,,,,,,,,,88,,
1380,"{""id"":1380,""user_id"":1,""name"":""ICTA (internet community text analyzer)"",""detail"":""\u003cp\u003eNetlytic is a web-based system for automated text analysis and discovery of social networks from electronic communication such as emails, forums, blogs and chats. \u003c/p\u003e\u003cp\u003eWhat can the current version of Netlytic do?\u003c/p\u003e\u003cp\u003e\tImport and clean your data set from an RSS feed, an external database or a text file\u003c/p\u003e\u003cp\u003e\tFind and explore emerging themes of discussions\u003c/p\u003e\u003cp\u003e\tBuild and visualize Chain Networks (social networks based on the number of messages exchanged between individuals) and Name Networks (social networks built from mining personal names).\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1380.jpg"",""creators_name"":""Dr. Anatoliy Gruzd"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":null,""last_updated"":null,""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1380-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,,ICTA (internet community text analyzer),"Netlytic is a web-based system for automated text analysis and discovery of social networks from electronic communication such as emails, forums, blogs and chats. What can the current version of Netlytic do?	Import and clean your data set from an RSS feed, an external database or a text file	Find and explore emerging themes of discussions	Build and visualize Chain Networks (social networks based on the number of messages exchanged between individuals) and Name Networks (social networks built from mining personal names).",ICTA (internet community text analyzer),,https://tapor.ca/images/tools/2/1380.jpg,0,,,
1381,"{""id"":1381,""user_id"":1,""name"":""xMod"",""detail"":""xMod is a desktop application which can transform a repository of XML into a completely finished website.\n\u003cp\u003e\u003c/p\u003e\u003cp\u003e\nThe entire process can be setup and run to produce a basic website assuming some prerequisites:\n\u003c/p\u003e\u003cp\u003e\n- a set of valid XML files. These would normally comply with a TEI DTD.\n\u003c/p\u003e\u003cp\u003e\n- a configuration script that indicates the relationship between files\n\u003c/p\u003e\u003cp\u003e\n- a  'personality pack' (CSS and image files) that determine its visual appearance. \n\u003c/p\u003e\u003cp\u003e\u003c/p\u003e\u003cp\u003e\nHowever if they are not present, the completed website falls back on a default look and feel.\n\u003c/p\u003e\u003cp\u003e\nSome features include:\n\u003c/p\u003e\u003cp\u003e\n- Batch file processing\n\u003c/p\u003e\u003cp\u003e\n- Modular XSLT structure, with special libraries for different transformation scenarios\n\u003c/p\u003e\u003cp\u003e\n- Ability to group files for generation of indices at document and intra-document level\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1381.jpg"",""creators_name"":""Centre for Computing in the Humanities, King's College London"",""creators_email"":null,""creators_url"":""http://www.tei-c.org/Vault/MembersMeetings/2008/xmod/index.html"",""star_average"":0.0,""url"":""http://www.tei-c.org/Vault/MembersMeetings/2008/xmod/index.html"",""last_updated"":""2018-09-18"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1381-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,http://www.tei-c.org/Vault/MembersMeetings/2008/xmod/index.html,xMod,"xMod is a desktop application which can transform a repository of XML into a completely finished website.

The entire process can be setup and run to produce a basic website assuming some prerequisites:

- a set of valid XML files. These would normally comply with a TEI DTD.

- a configuration script that indicates the relationship between files

- a  'personality pack' (CSS and image files) that determine its visual appearance. 

However if they are not present, the completed website falls back on a default look and feel.

Some features include:

- Batch file processing

- Modular XSLT structure, with special libraries for different transformation scenarios

- Ability to group files for generation of indices at document and intra-document level",xMod,,https://tapor.ca/images/tools/2/1381.jpg,0,83,,
,,,,,,,,,,87,,
,,,,,,,,,,88,,
,,,,,,,,,,92,,
1382,"{""id"":1382,""user_id"":1,""name"":""IBM InfoSphere"",""detail"":""\u003cp\u003eIBM InfoSphere is intended for enterprise-scale data warehouses, delivering access to structured and unstructured information and operational and transactional data.\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1382.jpg"",""creators_name"":""IBM"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://www.ibm.com/analytics/information-server"",""last_updated"":""2020-02-23"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1382-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://www.ibm.com/analytics/information-server,IBM InfoSphere,"IBM InfoSphere is intended for enterprise-scale data warehouses, delivering access to structured and unstructured information and operational and transactional data.",IBM InfoSphere,Q5968860,https://tapor.ca/images/tools/2/1382.jpg,0,88,,
,,,,,,,,,,91,,
1383,"{""id"":1383,""user_id"":1,""name"":""Wavesurfer"",""detail"":""\u003cp\u003eA software tool for the manipulation of audio recordings. Wavesurfer provides basic audio editing function, such as excision, copying, pasting, zero-crossing adjustment, and effects such as fading, normalization, echo, inversion, reversal, replacement with silence, and DC-removal.\u003c/p\u003e\u003cp\u003eFeatures: \u003c/p\u003e\u003cp\u003eAudio format support, including WAV, AU, AIFF, MP3, CSL, SD, Ogg/Vorbis, and NIST/Sphere\u003c/p\u003e\u003cp\u003eRead/write support for HTK (and MLF), TIMIT, ESPS/Waves+, and Phondat transcription formats\u003c/p\u003e\u003cp\u003eDirect-to-disk playback/recording enabling use of audio recordings larger than available memory\u003c/p\u003e\u003cp\u003ePlug-in architecture\u003c/p\u003e\u003cp\u003ebuilt-in script interpreter\u003c/p\u003e"",""is_approved"":true,""image_url"":""images/tools/2/1383.jpg"",""creators_name"":""Centre for Speech Technology (CTT), KTH"",""creators_email"":null,""creators_url"":null,""star_average"":0.0,""url"":""https://wavesurfer-js.org/"",""last_updated"":""2018-10-02"",""nature"":""tool"",""language"":null,""code"":null,""repository"":null,""thumb_url"":""images/tools/2/1383-thumb.jpg"",""rating_count"":0,""recipes"":""""}",,https://wavesurfer-js.org/,Wavesurfer,"A software tool for the manipulation of audio recordings. Wavesurfer provides basic audio editing function, such as excision, copying, pasting, zero-crossing adjustment, and effects such as fading, normalization, echo, inversion, reversal, replacement with silence, and DC-removal.Features: Audio format support, including WAV, AU, AIFF, MP3, CSL, SD, Ogg/Vorbis, and NIST/SphereRead/write support for HTK (and MLF), TIMIT, ESPS/Waves+, and Phondat transcription formatsDirect-to-disk playback/recording enabling use of audio recordings larger than available memoryPlug-in architecturebuilt-in script interpreter",WaveSurfer,Q7975260,https://tapor.ca/images/tools/2/1383.jpg,0,4,,
